Code,Song_Name,Song_Duration_ms,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Audio_mode,Speechiness,Tempo,Audio_valence,Dynamism,Decibel,Loudness,Song_Popularity,Indicator
HI9,Around The World,429533,0.0034888,0.94644,79.5,0.889,7,118.940836,1,,121.294,0.841,Hi,-5.311,?,61.93,119.25
HI12,It's A Shame About Ray,187040,0.0016072,0.63855,79.2,0.000126,9,116.618401,1,45.6,131.388,0.705,High,-8.671,Clang,16.43,118.8
HI12,Carnival,219200,0.019208,0.52668,66.2,8.00E-05,2,203.0625,1,47.1,110.698,0.368,High,-8.093,Clang,15.97,99.3
HI16,Kinky Afro,239493,0.00051254,0.54153,76.4,1.79E-05,5,165.1225,1,62.85,117.722,0.722,,-12.552,Babble,15.24,114.6
EI10,Sparky's Dream,195800,0.00294,0.46827,96,0.000374,4,181.1716,0,114.9,124.867,0.301,Extra,-6.444,Roar,23.64,144
HI16,Velouria,220333,0.0014014,,64.5,0.207,6,119.6836,1,,124.627,0.556,High,-12.574,Babble,29.48,96.75
HI9,Goddess On A Hiway - Remastered,225333,0.018228,0.46233,76.1,1.25E-06,9,113.763556,1,57.9,145.241,0.257,High,-5.893,Blare,39.20,114.15
HI9,Cherry-coloured Funk,192466,0.0017052,0.37323,65,5.75E-05,2,122.5449,1,43.5,180.074,0.365,High,-5.902,Blare,43.36,97.5
HI11,Cut Your Hair,185480,0.0052626,,80.5,0.00159,4,130.6449,0,48,110.823,0.665,High,-7.222,Roar,33.42,120.75
HI8,Hit,142146,0.0011368,0.33858,88.8,1.18E-05,7,147.3796,1,92.55,159.118,0.287,Hi,-4.404,Blare,32.63,133.2
HI16,Down By The Water,194533,0.0014112,0.62073,63,0.19,9,178.7569,1,60.45,125.154,0.323,Hi,-12.33,Babble,32.94,94.5
HI9,Vapour Trail,257666,0.0006174,0.40194,79.6,0.813,4,118.744609,1,47.1,107.599,0.404,High,-5.698,Blare,30.41,119.4
HI11,Sure Shot,199666,0.38024,,79.9,0,1,169.2601,1,,97.978,0.549,High,-7.924,Roar,39.55,119.85
MI15,Susan's House,223800,0.21756,0.72864,43.9,0.218,3,171.61,1,59.4,80.493,0.432,Med,-11.845,Rumble,10.90,65.85
HI12,New French Girlfriend,255773,0.003332,0.32472,62.9,0.00363,2,119.617969,1,,173.862,0.411,,-8.105,Clang,30.15,94.35
HI13,French Disko,215866,2.14E-06,0.28017,67.8,0.257,8,119.771136,1,,151.537,0.277,,-9.435,Clang,9.03,101.7
EI16,Not Too Soon,190573,0.0039592,0.44352,91.5,0.848,4,136.89,1,,154.149,0.906,Extra,-12.464,Babble,19.14,137.25
HI12,Hit,236826,0.048412,0.53559,87.7,0.00126,0,127.4641,1,55.8,108.378,0.934,High,-8.988,?,44.09,131.55
HI10,Play It Cool,195200,0.12838,0.50094,84.6,0.00761,9,201.9241,1,51.75,101.614,0.815,High,-6.454,Roar,40.53,126.9
MI12,The Wild Ones (Remastered),290293,0.539,0.44451,56,0.000111,3,111.007296,1,,84.689,0.351,Medium,-8.907,?,29.28,84
EI7,Race For The Prize,258333,0.00020188,0.3663,94.6,0.0204,0,172.9225,1,114.75,130.556,0.387,Extra,-3.849,Boom,25.39,141.9
MI11,Patio Song,163466,0.46648,0.33363,54.9,0,1,126.3376,1,55.95,117.67,0.436,Med,-7.967,Roar,30.08,82.35
MI17,The Book Of Love,162413,0.95648,0.47322,26.5,5.45E-05,7,125.2161,1,38.55,98.406,0.296,Medium,-13.267,Babble,27.87,39.75
MI13,Marbles,269866,0.091532,0.4851,52.1,0.862,2,160.2756,1,44.25,107.778,0.148,Medium,-9.601,Clang,10.53,78.15
EI13,Soon - Remastered Version,421066,4.74E-06,,93.1,0.879,6,191.2689,0,,109.555,0.642,Extra,-9.075,Clang,35.75,139.65
MI15,Ladies and Gentlemen We Are Floating in Space,234053,0.73794,0.37422,40.9,0.000528,2,152.2756,1,50.55,100.087,0.184,Medium,-11.468,?,27.99,61.35
MI15,Child Psychology,248266,0.12936,,39.4,0.044,2,127.9161,1,79.5,160.554,0.166,Med,-11.563,?,26.52,59.1
HI14,The First Big Weekend,292746,0.086632,0.67914,67.5,0.114,2,119.049921,1,,146.534,0.603,Hi,-10.831,Rumble,28.72,101.25
HI9,435,93840,0.0024206,0.53361,80.4,0.000185,10,214.0369,0,,85.752,0.798,Hi,-5.504,Blare,54.33,120.6
HI9,Believe Me,211026,0.20188,0.82467,60.5,0,4,133.6336,0,62.1,96.032,0.479,High,-5.042,Blare,37.25,90.75
M013,Different League,180000,0.040278,0.90981,50.2,0.00144,1,120.846049,1,315,139.037,0.584,Med,-9.538,Clang,32.08,75.3
HI10,Dead Man,180146,0.25774,0.70191,79,2.35E-06,11,108.826624,1,225,92.014,0.71,Hi,-6.944,Roar,21.05,118.5
EI8,In The Morning,212869,0.030968,0.78309,91.6,6.32E-06,4,106.461124,0,101.4,100.003,0.537,Extra,-4.364,Blare,50.50,137.4
H09,Nuh fi hurt me,228519,0.37926,0.79794,69.8,0,1,121.6609,0,339,85.037,0.814,High,-5.846,Blare,40.93,104.7
HI13,Feel Good,222322,0.1372,0.68112,72,7.93E-06,8,176.0929,0,265.5,92.013,0.386,High,-9.647,?,25.98,108
M013,T N Biscuits,165942,0.1078,0.71181,58.9,0,11,123.4321,0,,127.166,0.424,Medium,-9.044,Clang,37.88,88.35
M014,What You Want,181713,0.19208,0.6633,44.8,0.0101,5,141.8481,0,498,140.104,0.671,Med,-10.124,Rumble,26.24,67.2
HI11,Make It Right,226027,0.2107,0.6633,68.9,0.000763,9,149.5729,0,186,158.941,0.644,Hi,-7.859,Roar,32.71,103.35
M013,Beautiful,213250,0.86436,0.42867,39.1,2.00E-06,11,121.2201,1,417,81.027,0.23,,-9.309,Clang,22.50,58.65
H010,WILCOX,174315,0.46354,0.79002,66.3,0,6,149.3284,1,,145.937,0.606,,-6.425,Roar,33.81,99.45
HI10,Headlights,210494,0.2646,0.74052,67.5,0,9,151.5361,0,295.5,129.978,0.434,Hi,-6.487,Roar,14.15,101.25
M07,Water (with Mahalia),207946,0.28518,0.67122,57,0,5,150.7984,0,456,140.115,0.641,,-3.922,Boom,53.14,85.5
HI15,Righteous,244500,0.056056,0.7623,68.4,0,3,177.4224,0,,142.066,0.816,High,-11.144,Rumble,39.17,102.6
MI10,Soak It Up,202865,0.8575,,58.5,0.069,9,121.2201,1,297,98.257,0.122,Medium,-6.334,Roar,34.05,87.75
M010,Family (feat. Dave East),195855,0.04606,0.69498,59.1,0,2,118.897216,1,390,130.013,0.287,Medium,-6.886,Roar,37.56,88.65
H08,Polaroid,216081,0.26656,0.85338,67.3,0,7,120.450625,1,556.5,138.054,0.562,High,-4.572,?,47.63,100.95
H07,Supreme,150752,0.25774,0.47916,71.1,0,8,121.8816,1,,102.05,0.515,Hi,-3.848,Boom,51.02,106.65
H09,Cyber Tech Suits,256690,0.01568,0.37026,89.9,0,4,164.0961,0,468,83.88,0.677,,-5.933,Blare,30.48,134.85
MI12,Fuego,218000,0.082222,0.8118,58.7,0,9,110.082064,0,,129.244,0.856,Medium,-8.681,Clang,50.57,88.05
HI12,Wildflowers,197536,0.041062,0.67221,62.1,0.00699,1,120.912016,1,226.5,104.04,0.269,Hi,-8.576,Clang,32.45,93.15
HI11,Come Up In A Minute,215068,0.092218,,70.5,0,8,167.4436,0,240,109.985,0.352,Hi,-7.413,Roar,26.54,105.75
MI9,Paranoia,237683,0.33614,0.84348,55.9,0,4,126.7876,0,208.5,130.018,0.354,Medium,-5.338,Blare,39.93,83.85
EI10,Found My Feet,180870,0.25186,0.75438,93,0.0105,4,189.6129,0,121.05,133.084,0.844,Extra,-6.458,Roar,39.39,139.5
M012,Beechwood,227532,0.04998,0.85338,52.1,6.80E-06,2,123.6544,0,,153.918,0.398,Med,-8.299,Clang,23.95,78.15
M013,Buried Alive,176757,0.43806,0.70983,52.2,0,9,119.661721,0,,78.326,0.375,,-9.444,Clang,23.61,78.3
H09,Unanswered Questions,196624,0.44296,,77.1,0,7,118.81,1,492,83.054,0.312,Hi,-5.118,Blare,36.95,115.65
M013,Far Away,216279,0.84868,0.61281,56.6,0.00419,3,122.5449,0,,85.852,0.205,Medium,-9.424,?,23.33,84.9
MI12,Under the Sun,192285,0.083104,0.8019,55.1,1.07E-05,4,123.4321,1,165,118.018,0.765,Medium,-8.647,Clang,36.22,82.65
MI11,Doubt It,210370,0.11662,0.73656,59.8,0,7,124.0996,1,109.5,81,0.228,Med,-7.449,Roar,25.37,89.7
M013,Spine,214151,0.1617,0.53658,58.9,0,9,119.946304,1,,97.219,0.748,Medium,-9.374,Clang,28.98,88.35
M011,Egyptian Luvr (feat. Aminé and Dana Williams),256613,0.054194,0.82566,59.1,0,10,115.3476,0,457.5,104.944,0.9,Med,-7.543,Roar,48.10,88.65
HI10,Sativa,239706,0.3675,0.73854,62.3,0,6,112.126921,0,,126.017,0.732,,-6.961,Roar,26.26,93.45
H07,Go Arder,230920,0.028616,0.75636,86.7,0,6,111.365809,0,360,123.995,0.677,Hi,-3.141,Boom,49.89,130.05
H012,How Do You Feel?,266000,0.047824,0.60093,70,1.93E-05,11,146.1681,0,,140.098,0.382,High,-8.055,?,27.58,105
H013,Make It Through,269597,0.80654,0.63657,60.6,0,0,116.294656,1,588,113.583,0.503,Hi,-9.456,Clang,21.86,90.9
H012,Heart Surgery,189200,0.2744,0.66033,60,3.70E-06,10,118.135161,0,733.5,80.011,0.514,,-8.324,Clang,22.75,90
H09,Back To Reality,228000,0.11368,0.65241,71.4,0,8,320.0521,1,,89.998,0.268,Hi,-5.925,Blare,27.68,107.1
H015,Light of Day,292941,0.51842,,63.4,0,4,123.8769,0,,135.87,0.63,Hi,-11.051,Rumble,25.07,95.1
H014,New Breath,169347,0.36162,0.58707,85.7,0,11,205.9225,1,445.5,70.008,0.798,Hi,-10.149,Rumble,28.13,128.55
M08,Bubby's Cream,222213,0.75264,0.7425,47,0.532,8,123.4321,1,,84.897,0.6,,-4.381,Blare,21.59,70.5
HI12,Ghetto Boy Blues,197328,0.0245,0.396,60.3,0,10,188.2384,0,117.75,76.418,0.653,High,-8.832,Clang,23.58,90.45
H010,The Lotion Song,152461,0.539,0.43659,83,1.93E-05,10,155.5009,1,,206.883,0.833,,-6.299,Roar,32.98,124.5
H010,Worry About Me,203315,0.30184,0.60885,62.6,0,0,126.7876,0,516,80.724,0.647,Hi,-6.909,Roar,16.39,93.9
H011,Ladies,199024,0.12936,0.82665,77.5,0,4,108.097609,0,378,121.987,0.546,High,-7.624,?,38.03,116.25
M016,BISC049: So Clear,187820,0.73304,0.58707,45.8,2.63E-06,8,154.5049,1,414,84.376,0.178,m,-12.725,Babble,16.14,68.7
H013,Many Moods: Manifesto,130666,0.33026,,62.9,0,8,132.0201,0,,90.081,0.79,Hi,-9.398,Clang,29.11,94.35
H015,It Runs Through Me,261881,0.2009,,60.7,0.000748,11,155.2516,0,433.5,96.916,0.274,High,-11.028,Rumble,35.84,91.05
H014,You Did It,161751,0.50568,0.73062,67.2,0,7,142.0864,1,,122.698,0.555,High,-10.425,Rumble,19.39,100.8
H010,Oxymoron,222000,0.11564,0.7326,69.6,0,6,128.1424,0,391.5,96.1,0.712,High,-6.886,Roar,29.70,104.4
H011,Retail Therapy,221679,0.2793,0.65835,60.8,0,9,132.25,1,,94.957,0.505,Hi,-7.674,?,23.60,91.2
HI8,If Only,262022,0.12348,0.79299,77.4,0.011,10,129.5044,0,265.5,125.017,0.658,Hi,-4.486,Blare,42.76,116.1
H013,Fall,224460,0.13524,0.67221,79.1,0.000151,2,116.2084,1,537,88.949,0.275,Hi,-9.746,Clang,19.75,118.65
MI13,When I (Dumpy),227456,0.14602,0.87615,52.2,0.000555,9,115.433536,0,,120.033,0.298,Medium,-9.397,Clang,23.79,78.3
EI8,Better Than This,227078,0.014504,0.52173,93.1,0,0,125.6641,0,168,129.738,0.288,Extra,-4.743,?,30.45,139.65
M012,Trust Me (feat. Sir),380473,0.16464,0.47718,46.6,7.54E-05,6,156.25,0,507,87.407,0.66,Medium,-8.182,Clang,26.72,69.9
M014,Water Baby,271530,0.46746,0.65934,53.7,0.0208,8,113.550336,1,373.5,93.002,0.653,,-10.467,Rumble,35.91,80.55
H013,Look Like,256625,0.2646,0.693,63.2,3.94E-05,1,143.2809,0,423,120.292,0.731,High,-9.396,Clang,26.89,94.8
H08,Guillotines,140759,0.27146,0.6039,81.9,0,11,262.44,1,,94.281,0.454,Hi,-4.626,Blare,34.49,122.85
MI10,Taking A Walk,121680,0.6664,0.75933,53.8,0,0,142.0864,0,,81.031,0.343,Medium,-6.044,Roar,53.29,80.7
MI12,REEL IT IN,121346,0.07154,,34.2,0,10,142.3249,0,148.65,128.981,0.423,,-8.677,Clang,50.66,51.3
M012,History,207307,0.60074,0.54846,58.9,0.000257,3,120.604324,0,,74.982,0.414,Med,-8.163,Clang,30.10,88.35
M017,Waiting for You,230000,0.49196,,27.4,0.257,6,119.333776,1,442.5,167.998,0.342,Medium,-13.931,?,19.10,41.1
HI10,BLEACH,273151,0.45276,0.58905,65.7,0.000597,1,206.4969,0,274.5,156.093,0.718,,-6.498,Roar,56.23,98.55
HI11,RACECAR,157435,0.06615,0.70092,72.9,0,8,135.7225,1,46.65,117.003,0.562,High,-7.618,Roar,42.26,109.35
HI8,Sunflower,252230,0.63308,0.38016,76.5,0.00352,6,231.6484,1,86.85,129.903,0.567,Hi,-4.463,Blare,60.98,114.75
MI12,Ladders,287040,0.23128,0.79398,46.3,0.00531,8,122.1025,1,243,103.961,0.291,m,-8.379,?,50.20,69.45
HI9,Maple,162994,0.19894,0.76824,62.4,0,0,138.7684,1,,77.534,0.57,,-5.478,Blare,46.57,93.6
HI8,Faygo Dreams,171906,0.21952,0.74052,66,0.053,6,121.2201,1,73.05,137.033,0.328,High,-4.704,Blare,54.65,99
H08,Girl Blunt,205958,0.011858,0.8514,66,0.00471,1,115.175824,1,,93.967,0.321,High,-4.568,Blare,46.53,99
M011,Egyptian Luvr (feat. Aminé and Dana Williams),256613,0.054194,0.82566,59.1,0,10,115.3476,0,457.5,104.944,0.9,,-7.543,Roar,48.10,88.65
HI12,CR-V,147692,0.41356,0.81675,75.3,4.16E-06,10,107.848225,0,67.05,130.006,0.904,High,-8.228,?,51.81,112.95
HI11,Idea,236571,0.052822,0.60291,61.9,0.00146,3,118.548544,1,282,168.255,0.169,High,-7.189,Roar,36.53,92.85
M012,Napkins,215625,0.42238,0.73953,44.4,1.25E-06,0,122.3236,0,579,144.138,0.66,Medium,-8.976,Clang,43.24,66.6
H09,Understood,208570,0.20188,0.65736,84.2,6.26E-06,9,241.4916,1,,84.994,0.719,High,-5.351,Blare,50.27,126.3
HI9,SUNDOWN,125217,0.15974,0.80784,75.4,0.00199,2,122.1025,1,,92.023,0.704,Hi,-5.922,Blare,42.54,113.1
H08,J'OUVERT,234320,0.036946,0.71379,70.3,0.000136,8,185.2321,1,378,83.985,0.501,Hi,-4.114,Blare,59.21,105.45
HI9,CAROUSEL,161400,0.1274,0.53559,77.3,0,8,147.6225,1,,149.887,0.551,Hi,-5.671,Blare,47.67,115.95
M013,Ace,182752,0.8477,0.68013,50.9,0,10,125.44,1,607.5,106.892,0.651,Medium,-9.173,Clang,43.90,76.35
MI12,See Me,212472,0.65562,0.84546,57.8,1.10E-06,5,117.592336,1,,137.025,0.306,Medium,-8.824,?,36.42,86.7
MI11,SLOW DANCING IN THE DARK,209273,0.53312,0.50985,47.9,0.00598,3,141.8481,1,,88.964,0.284,Med,-7.458,Roar,53.03,71.85
MI9,Alien Boy,163524,0.10878,0.79497,59.9,0,1,152.7696,1,147.75,130.107,0.484,Med,-5.169,Blare,51.80,89.85
MI10,Tadow,301639,0.69678,0.71181,48.7,8.36E-05,9,120.077764,0,90.6,121.729,0.345,,-6.21,Roar,50.95,73.05
M014,MOOO!,286516,0.45178,,40.7,0,7,123.4321,1,,89.011,0.547,Med,-10.941,Rumble,44.61,61.05
H011,What Am I To Do,175609,0.03136,0.69201,73,0,9,214.9156,1,591,81.724,0.858,Hi,-7.336,Roar,49.43,109.5
MI16,B Cool (feat. Melanie Faye),199245,0.54782,0.78606,36.8,0.694,8,118.026496,1,,140.063,0.775,,-12.725,Babble,41.26,55.2
MI12,1999 WILDFIRE,251250,0.24794,0.80289,57,0,5,131.7904,1,193.5,128.066,0.814,,-8.093,Clang,55.28,85.5
HI9,I Wish I Missed My Ex,205263,0.31262,,62,1.14E-06,0,134.0964,1,91.05,95.078,0.537,,-5.117,Blare,52.71,93
H09,Stuck (with Arin Ray),270866,0.097412,0.50391,68.9,7.31E-05,1,120.692196,1,,94.564,0.695,High,-5.034,Blare,51.77,103.35
MI13,See You Again,180386,0.36358,,55.9,7.49E-06,6,122.9881,1,143.85,78.558,0.62,Medium,-9.222,Clang,50.15,83.85
HI11,Loving Is Easy,155720,0.21266,,60.9,0.00474,3,120.1216,1,,117.023,0.537,Hi,-7.927,Roar,50.29,91.35
HI7,151 Rum,156695,0.19502,,86,0.00182,7,174.7684,1,,129.952,0.647,High,-3.532,?,63.88,129
H010,Blaxploitation,133056,0.08918,0.88209,82.7,1.53E-06,11,149.0841,1,526.5,100.987,0.861,Hi,-6.139,Roar,55.12,124.05
M013,Lucid Dreams,239946,0.36946,0.43263,48.1,0,11,176.89,0,355.5,83.606,0.216,Medium,-9.681,Clang,24.29,72.15
MI12,All Your Love,175241,0.28714,0.56232,58.7,0.329,11,129.2769,0,190.5,174.682,0.491,Med,-8.814,Clang,41.05,88.05
HI11,Midsummer Madness,280841,0.35182,0.40491,67.8,4.76E-06,9,136.1889,1,131.7,89.968,0.168,High,-7.731,Roar,34.88,101.7
MI14,Think About U (feat. Joji),168974,0.83202,0.46728,35.7,0.115,0,157.5025,1,49.2,121.89,0.0532,,-10.09,Rumble,34.36,53.55
HI10,Best Hugs,191229,0.088984,0.69201,76,0,0,179.8281,1,,172.036,0.621,Hi,-6.395,Roar,47.39,114
MI10,Only in the West,181603,0.0686,0.94446,53.5,0.0478,7,130.4164,1,108.6,116.954,0.614,Medium,-6.508,?,46.86,80.25
MI13,Yeah Right,174357,0.61152,0.66528,59,0.236,1,120.802081,1,193.5,169.036,0.21,Medium,-9.574,Clang,36.17,88.5
HI11,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],210960,0.19012,0.54549,72.5,0,1,120.033936,0,283.5,99.919,0.692,Hi,-7.619,?,50.10,108.75
MI9,Apple Juice,177893,0.5047,0.43065,38.6,0,5,172.9225,1,104.4,93.159,0.346,Medium,-5.066,Blare,49.58,57.9
HI11,Hijo de Su Madre,178009,0.063308,0.82071,60.6,0.391,5,164.0961,1,,118.051,0.732,,-7.093,Roar,46.80,90.9
HI9,435,93840,0.0024206,0.53361,80.4,0.000185,10,214.0369,0,258,85.752,0.798,Hi,-5.504,Blare,54.33,120.6
MI11,Reboot (feat. Chance the Rapper & Joey Purp),188208,0.040278,0.81576,54.3,2.68E-05,6,118.984464,0,261,156.943,0.299,Medium,-7.011,Roar,41.25,81.45
MI12,not a fan,207864,0.24892,0.75735,43.9,0.00373,1,117.094041,0,178.5,144.026,0.152,Med,-8.269,Clang,34.26,65.85
M013,OKRA,151026,0.044688,0.58311,57,1.51E-06,1,129.2769,1,541.5,136.203,0.441,Med,-9.54,Clang,43.20,85.5
HI9,Ikuyo (feat. 2 Chainz & Sophia Black),221666,0.2499,0.75735,60.9,1.28E-05,1,125.2161,0,285,77.957,0.547,Hi,-5.285,Blare,50.00,91.35
MI11,Drew Barrymore,190471,0.48314,,57.2,0.00118,11,122.3236,0,89.25,151.93,0.25,m,-7.312,Roar,52.97,85.8
MI12,GEEKIN,145986,0.049686,,29.3,3.91E-05,1,121,1,,145.029,0.204,,-8.771,Clang,36.78,43.95
H010,Movement,163195,0.041552,0.76626,65.9,0.000501,3,169.5204,1,,99.018,0.467,High,-6.909,Roar,41.95,98.85
HI10,GOLD,266000,0.070168,0.79992,64.7,0.000466,11,145.2025,0,249,110.036,0.29,Hi,-6.947,Roar,47.14,97.05
HI10,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",207454,0.29792,0.72666,65.7,0.000785,4,155.5009,0,192,79.533,0.814,High,-6.625,Roar,52.23,98.55
MI10,Erase,236794,0.67424,0.65043,37.6,2.54E-05,9,161.7984,1,69.45,84.905,0.575,Med,-6.534,Roar,46.19,56.4
MI14,Better,229412,0.096432,0.43758,58.5,0.391,0,129.96,0,144.6,97.565,0.116,Med,-10.332,Rumble,52.85,87.75
MI9,Everything (feat. John Legend),181644,0.42336,0.39105,45.6,0,7,122.7664,1,68.4,103.85,0.0608,Med,-5.358,Blare,49.48,68.4
MI16,CPR,203142,0.61348,0.66627,38.9,8.47E-05,7,120.714169,0,,140.078,0.191,Med,-12.165,Babble,40.18,58.35
MI11,Who Hurt You?,231964,0.57428,0.64251,49.3,0.000167,11,113.784889,0,,104.542,0.277,,-7.645,Roar,39.89,73.95
MI12,Feels Like Summer,297404,0.15876,0.54846,59.6,0.00482,7,116.748025,1,195,165.728,0.255,Med,-8.214,Clang,50.90,89.4
H011,Serious,188946,0.12936,0.6831,63.5,0,1,185.5044,1,510,144.065,0.569,High,-7.624,Roar,48.28,95.25
M011,Gonna Love Me,166997,0.39396,0.50886,50.6,2.56E-05,10,141.8481,0,420,88.044,0.312,Med,-7.095,Roar,48.36,75.9
MI15,East Atlanta Love Letter (feat. Future),246088,0.35966,0.594,30.4,5.93E-06,5,118.026496,0,137.25,61.579,0.17,Medium,-11.969,Rumble,43.72,45.6
MI15,Could've Been (feat. Bryson Tiller),248466,0.6272,0.53955,33,7.00E-06,1,148.84,0,246,103.553,0.399,Medium,-11.719,Rumble,44.93,49.5
M012,Never Call Me (feat. YG) - Remix,232240,0.68012,0.58905,41.9,0,2,125.44,0,414,120.14,0.33,Medium,-8.122,Clang,45.32,62.85
M09,The Light,179653,0.017444,,57.7,8.15E-05,4,108.910096,0,,92.973,0.63,,-5.156,Blare,56.93,86.55
HI9,Tints (feat. Kendrick Lamar),269106,0.09898,0.79002,86.7,0,1,113.081956,0,,109.04,0.668,Hi,-5.971,Blare,59.28,130.05
HI9,Trip,217118,0.20972,,60.5,0,11,129.5044,0,112.5,81.047,0.387,Hi,-5.68,Blare,57.93,90.75
MI10,ATA,187320,0.0147,0.70983,49.6,0,5,129.7321,0,67.5,140.01,0.301,Medium,-6.263,Roar,44.48,74.4
HI10,OTW,263013,0.17934,,67.8,3.26E-05,2,122.3236,1,,72.989,0.28,Hi,-6.183,Roar,56.37,101.7
H07,How Dat Sound (feat. 2 Chainz & Yo Gotti),238657,0.15484,0.75933,62.5,0,5,134.56,0,360,144.927,0.647,High,-3.533,Boom,60.85,93.75
MI13,In My Feelings,217933,0.0061054,0.72765,48.2,0.0144,8,209.6704,1,,181.995,0.315,Medium,-9.445,Clang,41.72,72.3
HI9,Canceled,183960,0.15386,0.75933,61.1,0.0116,5,117.418896,0,147.45,94.034,0.11,High,-5.173,Blare,52.61,91.65
MI11,Karma,176075,0.16856,0.58608,57.1,0,1,122.3236,1,261,104.95,0.424,Med,-7.132,Roar,47.71,85.65
M014,Girls Need Love,143075,0.65268,0.64647,41.2,4.10E-05,6,126.5625,0,376.5,96.972,0.129,Med,-10.252,Rumble,41.85,61.8
MI10,You Decide,212920,0.2009,,53.3,0,1,125.2161,1,60.45,139.937,0.38,Med,-6.326,Roar,45.60,79.95
HI9,Boo'd Up,256063,0.084476,0.55539,77.9,0,10,116.2084,0,79.65,81.965,0.235,High,-5.107,Blare,58.29,116.85
MI10,Wanna Be,267400,0.066052,0.86625,41,0.0374,7,122.3236,0,,87.999,0.445,Medium,-6.29,Roar,49.29,61.5
MI10,SUMMER,285200,0.1176,0.58608,56.9,1.75E-05,10,156.5001,1,95.1,135.414,0.562,Medium,-6.374,Roar,46.78,85.35
HI10,GTFO,207124,0.51156,,76.1,0.00108,6,133.4025,1,,105.97,0.583,Hi,-6.218,Roar,51.79,114.15
HI10,Switch,207071,0.041846,0.65736,66.4,0.00489,7,121.8816,1,58.95,176.678,0.19,High,-6.104,Roar,52.27,99.6
H09,Lady Lady,158000,0.2891,0.70389,68.1,6.47E-06,2,129.2769,1,,99.694,0.461,Hi,-5.188,Blare,49.39,102.15
HV12,All I Know,163746,0.060858,0.38016,66.7,0,0,176.89,0,,187.767,0.72,Hi,-8.126,Clang,48.36,100.05
MI9,Gut Feeling (feat. H.E.R.),236384,0.39788,0.59796,55.1,0,10,194.6025,0,,76.067,0.423,Med,-5.768,Blare,50.68,82.65
MI8,Call Out My Name,228373,0.20678,,59.9,0,1,176.0929,1,,134.144,0.165,Medium,-4.892,Blare,59.11,89.85
M08,Easy,182800,0.6321,0.65142,30,0,1,110.334016,1,408,80.72,0.418,Medium,-4.642,Blare,52.17,45
HI9,Love Lies (with Normani),201707,0.093688,,64.8,0,6,128.5956,1,67.35,143.955,0.338,High,-5.626,Blare,58.58,97.2
MI10,Happy Without Me,206946,0.22344,0.5643,57.6,0,1,176.89,1,94.65,143.943,0.438,Med,-6.792,Roar,46.44,86.4
MI12,I Like That,200338,0.031654,,45.3,0.00243,0,132.0201,1,88.5,134.799,0.17,Med,-8.864,Clang,36.82,67.95
MI17,After Dark,289560,0.037828,0.6435,42.9,0,2,129.7321,1,288,141.855,0.333,Med,-13.071,Babble,32.49,64.35
MI15,Pony - Recorded at Spotify Studios NYC,256893,0.52136,0.693,44.7,0.000192,8,118.330884,0,53.1,144.726,0.829,Med,-11.083,Rumble,48.79,67.05
M011,Medicine,223259,0.20188,0.60489,41.2,0,8,121,0,303,116.078,0.116,m,-7.445,Roar,23.33,61.8
MI14,This Way,211204,0.68012,0.6138,28.2,0,5,125.2161,0,,124.609,0.193,m,-10.533,Rumble,19.06,42.3
HI9,Only Love,226426,0.023324,0.58311,75.3,0,11,119.508624,0,151.5,114.964,0.828,High,-5.807,Blare,54.01,112.95
HI12,R.A.N.,243235,0.1127,0.53262,62.6,1.00E-05,5,129.2769,1,,132.908,0.241,,-8.272,Clang,20.30,93.9
M018,Property (feat. Keke Palmer),193003,0.19796,0.54945,33.6,0,5,123.6544,0,603,76.153,0.381,Medium,-14.668,Babble,35.67,50.4
LI18,Sativa - Recorded at Spotify Studios NYC,269773,0.93982,0.56529,18.4,0,9,124.0996,1,62.7,105.726,0.221,Lo,-14.828,Babble,35.11,27.6
HI11,Sky Walker - Recorded at Spotify Studios NYC,184226,0.019208,0.66429,60.6,0.000537,6,125.6641,1,73.2,145.758,0.125,Hi,-7.689,?,39.44,90.9
HI9,Try Me,221106,0.60956,,67.2,0.00108,8,131.5609,0,102,91.673,0.108,High,-5.777,Blare,51.71,100.8
MI10,Love Me Right,291900,0.076048,0.54351,52.7,2.69E-05,5,123.21,0,67.2,89.97,0.22,Med,-6.734,Roar,24.59,79.05
MI13,Fever To The Form,251184,0.77322,,53.9,0.157,0,122.7664,0,44.55,142.065,0.228,Medium,-9.72,Clang,39.38,80.85
MI16,Heaven's Gate,189365,0.83202,0.66033,31.8,0.00813,1,123.4321,0,56.25,147.851,0.45,Med,-12.666,Babble,33.68,47.7
HI12,Leaf off / The Cave,293880,0.8085,0.72765,61,0.203,2,125.6641,1,66.6,85.954,0.661,Hi,-8.296,Clang,39.97,91.5
MI12,Pale November Dew,230626,0.84182,0.52074,50.8,0.0729,8,126.7876,1,,112.012,0.43,Med,-8.643,Clang,38.75,76.2
MI17,Who Else Could I Be,275693,0.87122,0.64647,44.5,0.317,10,121.6609,0,52.95,98.044,0.563,Medium,-13.843,?,37.96,66.75
